売上№,売上日,得意先ｺｰﾄﾞ,得意先名,現場名,売上分類,行№,,,,,,,,,,,,
80462,150616,15,泉州防災株式会社                                ,イオンモールりんくう泉南                        ,防災,1,,,,,,,,,,,,
80567,150616,625,株式会社コーセイテック                          ,ユーフーズ㈱                                    ,防災,1,,,,,,,,,,,,
80453,150616,785,桑野建設                                        ,玉置様邸                                        ,電気,1,,,,,,,,,,,,
80517,150615,141,株式会社オーティーエル                          ,(仮称)成増駅前喫茶店新店工事成増ｱｸﾄ1            ,防災,1,,,,,,,,,,,,
80413,150615,152,有限会社いわでん                                ,メトロヒルズ                                    ,防災,1,,,,,,,,,,,,
80475,150615,665,株式会社モデナ                                  ,モデナHUMMER/GWPremium店                        ,防災,1,,,,,,,,,,,,
80581,150614,15,泉州防災株式会社                                ,八尾総合病院・老人保健施設あおぞら              ,防災,1,,,,,,,,,,,,
80409,150613,35,株式会社葵消防設備                              ,作業服(夏服)ジャンバー　Ｍ                      ,防災,1,,,,,,,,,,,,
80491,150613,628,興紀消防メンテナンス                            ,株式会社西沢材木店                              ,防災,1,,,,,,,,,,,,
80400,150612,45,株式会社アイワライフネット                      ,グリーンフル夏目　101号室                       ,防災,1,,,,,,,,,,,,
80450,150612,354,松本電気工事                                    ,かなや明恵峡温泉                                ,防災,1,,,,,,,,,,,,
80468,150611,15,泉州防災株式会社                                ,イオンモールりんくう泉南                        ,防災,1,,,,,,,,,,,,
80469,150611,15,泉州防災株式会社                                ,イオンモールりんくう泉南                        ,防災,1,,,,,,,,,,,,
80411,150611,35,株式会社葵消防設備                              ,光電式ｽﾎﾟｯﾄ型感知器3種(ﾍﾞｰｽ共)3KH3              ,防災,1,,,,,,,,,,,,
80389,150611,45,株式会社アイワライフネット                      ,アヴニール                                      ,防災,1,,,,,,,,,,,,
80412,150611,152,有限会社いわでん                                ,メトロヒルズ                                    ,防災,1,,,,,,,,,,,,
80414,150611,152,有限会社いわでん                                ,エスペランサ　感知器取付工事                    ,防災,1,,,,,,,,,,,,
80492,150611,291,株式会社　ドゥ・オペレーション                  ,ホテル　サンローラン                            ,防災,1,,,,,,,,,,,,
80424,150611,419,綜合警備保障株式会社                            ,和歌山日産自動車㈱                              ,防災,1,,,,,,,,,,,,
80566,150611,578,中矢電設                                        ,ＪＡならけん牧野農産物直売所                    ,防災,1,,,,,,,,,,,,
80427,150610,19,身体障害者授産施設小倉園                        ,消防設備保守点検（総合点検）                    ,防災,1,,,,,,,,,,,,
80437,150610,48,有限会社レインボーシステムズ                    ,エクロールプラザ　電球交換                      ,防災,1,,,,,,,,,,,,
80426,150610,126,株式会社狩谷電気店                              ,株式会社平賀                                    ,防災,1,,,,,,,,,,,,
80473,150610,290,ファーストⅡ                                    ,ファーストⅡ　様                                ,防災,1,,,,,,,,,,,,
80448,150610,822,株式会社Ｊｓ-ＰＬＡＮＮＩＮＧ                   ,プライスカット西庄店                            ,電気,1,,,,,,,,,,,,
80460,150609,15,泉州防災株式会社                                ,イオンモールりんくう泉南                        ,防災,1,,,,,,,,,,,,
80461,150609,15,泉州防災株式会社                                ,イオンモールりんくう泉南                        ,防災,1,,,,,,,,,,,,
80390,150609,45,株式会社アイワライフネット                      ,メゾン貴志川　112号室                           ,防災,1,,,,,,,,,,,,
80565,150609,49,株式会社堀田組                                  ,三菱電機冷熱応用システム㈱ 矢田工場             ,防災,1,,,,,,,,,,,,
80493,150609,141,株式会社オーティーエル                          ,木田ビル　点検報告書作成費                      ,防災,1,,,,,,,,,,,,
80514,150609,141,株式会社オーティーエル                          ,ブラザーズカフェ                                ,防災,1,,,,,,,,,,,,
80516,150609,141,株式会社オーティーエル                          ,ブラザーズカフェ                                ,防災,1,,,,,,,,,,,,
80477,150609,657,株式会社プラス                                  ,よってって貴志川店・ふれあい館                  ,防災,1,,,,,,,,,,,,
80445,150608,36,有限会社紀州エンジニアリング                    ,TSUTAYA・WAY美浜店改装工事                      ,防災,1,,,,,,,,,,,,
80472,150608,150,ファースト                                      ,ファースト　様                                  ,防災,1,,,,,,,,,,,,
80449,150608,354,松本電気工事                                    ,有田町立きび体育館                              ,防災,1,,,,,,,,,,,,
80486,150608,509,若野管工                                        ,ＴＳＵＴＡＹＡ・ＷＡＹ書店美浜店                ,防災,1,,,,,,,,,,,,
80497,150608,751,岡野消防設備株式会社                            ,123泉北店                                       ,防災,1,,,,,,,,,,,,
80498,150608,751,岡野消防設備株式会社                            ,上六三和会館                                    ,防災,1,,,,,,,,,,,,
80391,150606,45,株式会社アイワライフネット                      ,グリーンハイツ狐島　201号室                     ,防災,1,,,,,,,,,,,,
80422,150606,607,シンワシステムズ                                ,今村病院・オリーブの木                          ,防災,1,,,,,,,,,,,,
80515,150605,141,株式会社オーティーエル                          ,ブラザーズカフェ                                ,防災,1,,,,,,,,,,,,
80423,150605,607,シンワシステムズ                                ,ほうらい苑                                      ,防災,1,,,,,,,,,,,,
80463,150604,15,泉州防災株式会社                                ,りんくうプレミアムアウトレット                  ,防災,1,,,,,,,,,,,,
80470,150604,15,泉州防災株式会社                                ,りんくうプレミアムアウトレット                  ,防災,1,,,,,,,,,,,,
80447,150604,215,リコージャパン株式会社                          ,消防設備保守点検後改修工事                      ,防災,1,,,,,,,,,,,,
80842,150604,861,ヒダカヤ黒田店                                  ,消防設備保守点検（総合点検）                    ,防災,1,,,,,,,,,,,,
80464,150603,15,泉州防災株式会社                                ,ケーズデンキ金岡店                              ,防災,1,,,,,,,,,,,,
80392,150603,45,株式会社アイワライフネット                      ,ジョイフル松島　Ａ棟　203号室                   ,防災,1,,,,,,,,,,,,
80496,150603,751,岡野消防設備株式会社                            ,123新三田店                                     ,防災,1,,,,,,,,,,,,
80393,150602,45,株式会社アイワライフネット                      ,市駅東ビル                                      ,防災,1,,,,,,,,,,,,
80395,150601,45,株式会社アイワライフネット                      ,ハイツサンスイ　102号室                         ,防災,1,,,,,,,,,,,,
80363,150531,133,大和計装株式会社                                ,三菱　応援                                      ,電気,1,,,,,,,,,,,,
80384,150531,207,ニッタン株式会社　和歌山営業所                  ,剤盛堂薬品　自火報幹線復旧工事                  ,防災,1,,,,,,,,,,,,
80365,150531,488,株式会社市川ビル                                ,市川ビル様揚水ポンプ取替工事                    ,防災,1,,,,,,,,,,,,
80382,150531,616,メディカルメイト株式会社                        ,亀岡病院                                        ,防災,1,,,,,,,,,,,,
80388,150531,818,協和繊維工業株式会社                            ,宮本様　新築工事                                ,電気,1,,,,,,,,,,,,
80360,150530,259,アサカワリフォーム株式会社                      ,Naxnet様電気設備改修工事                        ,防災,1,,,,,,,,,,,,
80452,150530,763,ＭＡＲＵＥＩ                                    ,来栖様邸　引込改修電気設備工事                  ,電気,1,,,,,,,,,,,,
80407,150528,35,株式会社葵消防設備                              ,粉末ABC消火器10型                               ,防災,1,,,,,,,,,,,,
80442,150528,38,伸和電設株式会社                                ,三菱電機　様                                    ,防災,1,,,,,,,,,,,,
80394,150528,45,株式会社アイワライフネット                      ,Ｉｖｙ　ｃｏｕｒｔあら川　108号室               ,防災,1,,,,,,,,,,,,
80483,150528,284,株式会社杉本興業                                ,御社社屋・吐前タイヤリサイクルセンター          ,防災,1,,,,,,,,,,,,
80367,150528,332,村上クリニック                                  ,感知器調査及び取替工事                          ,防災,1,,,,,,,,,,,,
80421,150528,578,中矢電設                                        ,エニタイムフィットネスセンターなんば戎          ,防災,1,,,,,,,,,,,,
80456,150527,15,泉州防災株式会社                                ,123岡崎店                                       ,防災,1,,,,,,,,,,,,
80548,150527,292,中谷電気工事株式会社                            ,和歌山大学図書館棟                              ,防災,1,,,,,,,,,,,,
80431,150527,354,松本電気工事                                    ,ごりょうの郷                                    ,防災,1,,,,,,,,,,,,
