売上№,売上日,得意先ｺｰﾄﾞ,得意先名,現場名,売上分類,行№,,,,,,,,,,,,
87048,200430,751,岡野消防設備株式会社                            ,コーナン瀬田店                                  ,防災,1,,,,,,,,,,,,
87049,200430,751,岡野消防設備株式会社                            ,123笹塚店                                       ,防災,1,,,,,,,,,,,,
87050,200430,751,岡野消防設備株式会社                            ,パチンコ123各店舗　喫煙ブース設置工事           ,防災,1,,,,,,,,,,,,
87051,200430,751,岡野消防設備株式会社                            ,パチンコ123各店舗　喫煙ブース設置工事           ,防災,1,,,,,,,,,,,,
87062,200430,751,岡野消防設備株式会社                            ,123大林店                                       ,防災,1,,,,,,,,,,,,
87064,200430,751,岡野消防設備株式会社                            ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87066,200430,751,岡野消防設備株式会社                            ,ラッキー１ＢＡＮ明石店                          ,防災,1,,,,,,,,,,,,
87067,200430,751,岡野消防設備株式会社                            ,ラッキー１ＢＡＮ宝塚店・本店                    ,防災,1,,,,,,,,,,,,
87039,200430,764,大和ハウスリフォーム株式会社                    ,西中順子様　洗面室改修                          ,電気,1,,,,,,,,,,,,
87058,200430,A10,ＫＳＣ株式会社                                  ,ローソン　陸上自衛隊福知山駐屯地                ,電気,1,,,,,,,,,,,,
87059,200430,A10,ＫＳＣ株式会社                                  ,ローソン　陸上自衛隊福知山駐屯地                ,電気,1,,,,,,,,,,,,
87152,200430,A43,淡輪駅前整体院                                  ,消防設備保守点検（総合点検）                    ,防災,1,,,,,,,,,,,,
87129,200429,38,伸和電設株式会社                                ,見積番号：320                                   ,防災,1,,,,,,,,,,,,
87071,200429,762,加太　海月                                      ,【スプリンクラー設備】                          ,防災,1,,,,,,,,,,,,
87085,200428,35,株式会社葵消防設備                              ,納品                                            ,防災,1,,,,,,,,,,,,
87105,200428,48,有限会社レインボーシステムズ                    ,ダイヤモンドプラザ　電球交換                    ,電気,1,,,,,,,,,,,,
87107,200428,48,有限会社レインボーシステムズ                    ,エクロールプラザ　電球交換                      ,電気,1,,,,,,,,,,,,
87091,200427,152,有限会社いわでん                                ,菜々飯　消火器及び届出                          ,防災,1,,,,,,,,,,,,
87089,200427,519,中川電気工事店                                  ,奈良カントリークラブ                            ,防災,1,,,,,,,,,,,,
87112,200425,45,株式会社アイワライフネット                      ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87045,200425,505,神樂防災株式会社                                ,納品                                            ,防災,1,,,,,,,,,,,,
87054,200425,505,神樂防災株式会社                                ,現場応援費                                      ,防災,1,,,,,,,,,,,,
87068,200425,616,メディカルメイト株式会社                        ,阪和記念病院                                    ,防災,1,,,,,,,,,,,,
87130,200424,38,伸和電設株式会社                                ,三菱電機㈱                                      ,防災,1,,,,,,,,,,,,
87070,200424,173,有限会社赤土                                    ,三菱電機　廃棄物ヤード                          ,防災,1,,,,,,,,,,,,
87084,200424,494,新栄電気株式会社                                ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87093,200424,800,パワーズ保険事務所株式会社                      ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87037,200423,45,株式会社アイワライフネット                      ,サンヴィラ中松江　102号室                       ,防災,1,,,,,,,,,,,,
87069,200423,199,株式会社アイセン                                ,御社　本社1階検査作業室                         ,電気,1,,,,,,,,,,,,
87038,200422,45,株式会社アイワライフネット                      ,アネーロＵ　201号室                             ,防災,1,,,,,,,,,,,,
87101,200422,657,株式会社プラス                                  ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87150,200422,762,加太　海月                                      ,消防設備保守点検（総合点検）                    ,防災,1,,,,,,,,,,,,
87097,200421,60,有限会社梶本無線商会                            ,山崎様邸                                        ,防災,1,,,,,,,,,,,,
87013,200420,45,株式会社アイワライフネット                      ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87021,200420,48,有限会社レインボーシステムズ                    ,ワールドプラザ南海　電球交換                    ,電気,1,,,,,,,,,,,,
87114,200420,167,建築工房アドミック                              ,ナカガワビル　消防設備保守点検                  ,防災,1,,,,,,,,,,,,
87028,200420,292,中谷電気工事株式会社                            ,和歌山県立医科大学医薬看共同研究施設            ,防災,1,,,,,,,,,,,,
87032,200420,378,積水ハウス不動産関西株式会社                    ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87024,200420,418,　　近藤                                        ,ウオームレット及び洗濯パン取替                  ,管,1,,,,,,,,,,,,
86972,200420,582,やすらぎの郷　メゾンドシンフォニー              ,207号室エアコン改修工事                         ,電気,1,,,,,,,,,,,,
87033,200420,814,ヒデイ建設株式会社                              ,建築設備定期点検                                ,防災,1,,,,,,,,,,,,
87030,200419,38,伸和電設株式会社                                ,見積番号：318                                   ,電気,1,,,,,,,,,,,,
87056,200418,15,泉州防災株式会社                                ,りんくうプレミアムアウトレット                  ,防災,1,,,,,,,,,,,,
87057,200418,15,泉州防災株式会社                                ,りんくうプレミアムアウトレット                  ,防災,1,,,,,,,,,,,,
87042,200417,15,泉州防災株式会社                                ,イオンモールりんくう泉南                        ,防災,1,,,,,,,,,,,,
87009,200416,35,株式会社葵消防設備                              ,手動起動装置アクリル板　63x36                   ,防災,1,,,,,,,,,,,,
87027,200415,363,ＩＳＥ設計工房                                  ,坂口様邸　換気扇工事                            ,電気,1,,,,,,,,,,,,
87008,200415,419,綜合警備保障株式会社                            ,和歌山三菱自動車　国体道路店                    ,防災,1,,,,,,,,,,,,
87077,200415,751,岡野消防設備株式会社                            ,123塩屋店                                       ,防災,1,,,,,,,,,,,,
87019,200414,519,中川電気工事店                                  ,ケアハウス春の家                                ,防災,1,,,,,,,,,,,,
87026,200414,546,株式会社江川組                                  ,タイシン物流                                    ,防災,1,,,,,,,,,,,,
86992,200414,652,小川電機株式会社　貝塚営業所                    ,Ｖｉｌｌａ白浜                                  ,防災,1,,,,,,,,,,,,
86993,200414,652,小川電機株式会社　貝塚営業所                    ,熊取町グループホーム(ＰＯＰ×2)                 ,防災,1,,,,,,,,,,,,
87002,200413,15,泉州防災株式会社                                ,ライオンズマンション関戸                        ,防災,1,,,,,,,,,,,,
86996,200413,45,株式会社アイワライフネット                      ,マスターズ・エル延時16　611号室                 ,防災,1,,,,,,,,,,,,
86997,200413,45,株式会社アイワライフネット                      ,ガーデンハイツ田園　106号室                     ,防災,1,,,,,,,,,,,,
87017,200411,374,平林電気工業所                                  ,東洋ライス㈱                                    ,電気,1,,,,,,,,,,,,
87003,200410,15,泉州防災株式会社                                ,ライオンズマンションリバーサイド布施屋          ,防災,1,,,,,,,,,,,,
87001,200410,354,松本電気工事                                    ,粉末ABC消火器10型                               ,防災,1,,,,,,,,,,,,
87007,200410,419,綜合警備保障株式会社                            ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87022,200409,19,身体障害者授産施設小倉園                        ,医務室・静養室　感知器取替                      ,防災,1,,,,,,,,,,,,
86998,200409,45,株式会社アイワライフネット                      ,ニュー三喜マンション　301号室                   ,防災,1,,,,,,,,,,,,
86991,200409,140,有限会社三笠屋                                  ,タムラビル　2階　能開センター                   ,防災,1,,,,,,,,,,,,
86985,200409,433,医療法人三光会　かがやきくらぶ                  ,消防設備改修工事                                ,防災,1,,,,,,,,,,,,
86980,200409,652,小川電機株式会社　貝塚営業所                    ,セブンイレブン広陵町役場前店                    ,防災,1,,,,,,,,,,,,
87016,200408,60,有限会社梶本無線商会                            ,住金スチール                                    ,電気,1,,,,,,,,,,,,
86978,200408,639,公立学校法人和歌山県立医科大学                  ,令和2年度学修第2号                              ,電気,1,,,,,,,,,,,,
87046,200408,751,岡野消防設備株式会社                            ,123田辺店                                       ,防災,1,,,,,,,,,,,,
87053,200408,751,岡野消防設備株式会社                            ,納品                                            ,防災,1,,,,,,,,,,,,
87055,200407,21,有限会社友里園                                  ,消防設備保守点検（総合点検）                    ,防災,1,,,,,,,,,,,,
86969,200407,131,小川電機株式会社　和歌山営業所                  ,東石切町寄宿舎新築工事                          ,防災,1,,,,,,,,,,,,
86970,200407,518,和歌山電工株式会社                              ,注番：Q894TK                                    ,防災,1,,,,,,,,,,,,
87015,200406,3,株式会社 アストライン                           ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
86967,200406,45,株式会社アイワライフネット                      ,サンセールＫ　202号室                           ,防災,1,,,,,,,,,,,,
87000,200406,279,オリエントホームズ株式会社                      ,吉岡様　外灯増設工事                            ,電気,1,,,,,,,,,,,,
87063,200406,751,岡野消防設備株式会社                            ,アマサキ　和泉倉庫                              ,防災,1,,,,,,,,,,,,
86971,200403,2,朝日プラザ中之島管理組合                        ,屋内消火栓　操作シール                          ,防災,1,,,,,,,,,,,,
87040,200402,112,積水ハウス不動産関西株式会社                    ,フレグランス巴　202号室                         ,防災,1,,,,,,,,,,,,
87006,200401,37,株式会社阪本電気                                ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87012,200401,45,株式会社アイワライフネット                      ,グリーンフルはるな　205号室                     ,防災,1,,,,,,,,,,,,
86949,200331,15,泉州防災株式会社                                ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
86962,200331,207,ニッタン株式会社　和歌山営業所                  ,ｱﾄﾞﾍﾞﾝﾁｬｰﾜｰﾙﾄﾞ海獣館                            ,電気,1,,,,,,,,,,,,
86945,200331,225,　　坂口                                        ,坂口様邸                                        ,電気,1,,,,,,,,,,,,
86961,200331,259,アサカワリフォーム株式会社                      ,アロチ駐車場　看板灯器具取替工事                ,電気,1,,,,,,,,,,,,
86982,200331,259,アサカワリフォーム株式会社                      ,和歌山駅照明器具移設及び増設工事                ,電気,1,,,,,,,,,,,,
86965,200331,314,和歌山市長　尾花　正啓                          ,宮小学校                                        ,電気,1,,,,,,,,,,,,
86946,200331,363,ＩＳＥ設計工房                                  ,山東様邸                                        ,電気,1,,,,,,,,,,,,
86989,200331,419,綜合警備保障株式会社                            ,歯科医師会館                                    ,防災,1,,,,,,,,,,,,
86977,200331,437,株式会社　関口建設                              ,畑野化成研究所　設備工事                        ,電気,1,,,,,,,,,,,,
86995,200331,652,小川電機株式会社　貝塚営業所                    ,和泉市山荘町グループホーム新築工事              ,防災,1,,,,,,,,,,,,
86956,200331,705,株式会社　春台設備                              ,松原徳州会病院                                  ,電気,1,,,,,,,,,,,,
86930,200331,751,岡野消防設備株式会社                            ,コーナン瀬田店                                  ,防災,1,,,,,,,,,,,,
86933,200331,751,岡野消防設備株式会社                            ,スーパーラッキー800・ラッキー1BAN宝塚店         ,防災,1,,,,,,,,,,,,
86953,200331,751,岡野消防設備株式会社                            ,123塩屋店                                       ,防災,1,,,,,,,,,,,,
86960,200331,751,岡野消防設備株式会社                            ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
86966,200331,751,岡野消防設備株式会社                            ,123笹塚店　消火・給排水衛生・申請               ,防災,1,,,,,,,,,,,,
86917,200331,757,株式会社阪和総合防災                            ,県営住宅5件（消防設備保守点検）                 ,防災,1,,,,,,,,,,,,
86979,200331,764,大和ハウスリフォーム株式会社                    ,前窪様邸太陽光発電                              ,電気,1,,,,,,,,,,,,
87004,200331,845,社会福祉法人　一梅会                            ,消防設備保守点検（総合点検）                    ,防災,1,,,,,,,,,,,,
86947,200331,A40,　　　賀城                                      ,賀城様邸                                        ,電気,1,,,,,,,,,,,,
86957,200330,15,泉州防災株式会社                                ,ライオンズマンション関戸                        ,防災,1,,,,,,,,,,,,
87202,200330,152,有限会社いわでん                                ,岩出市立小学校　消防設備改修工事                ,防災,1,,,,,,,,,,,,
86976,200330,314,和歌山市長　尾花　正啓                          ,山口小学校屋内運動場消防設備改修工事            ,電気,1,,,,,,,,,,,,
86955,200330,751,岡野消防設備株式会社                            ,ＣＩＴＹ！ＷＡＫＡＹＡＭＡ                      ,防災,1,,,,,,,,,,,,
86994,200330,A41,　　　宮本                                      ,西岡外科病院                                    ,防災,1,,,,,,,,,,,,
86974,200328,45,株式会社アイワライフネット                      ,グリーンフルフェニックスⅡ　103号室             ,防災,1,,,,,,,,,,,,
86948,200328,396,大和リビング株式会社　和歌山営業所              ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
86943,200328,639,公立学校法人和歌山県立医科大学                  ,令和元年度病修第212号                           ,防災,1,,,,,,,,,,,,
86973,200327,45,株式会社アイワライフネット                      ,ヴィラフィオーレⅠ-205号室                      ,防災,1,,,,,,,,,,,,
87023,200327,152,有限会社いわでん                                ,紀美野町立美里中学校                            ,防災,1,,,,,,,,,,,,
87076,200327,751,岡野消防設備株式会社                            ,北野田ビル                                      ,防災,1,,,,,,,,,,,,
86937,200326,419,綜合警備保障株式会社                            ,非接触体温計                                    ,電気,1,,,,,,,,,,,,
87140,200325,15,泉州防災株式会社                                ,りんくうプレミアムアウトレット                  ,防災,1,,,,,,,,,,,,
87160,200325,15,泉州防災株式会社                                ,りんくうプレミアムアウトレット                  ,防災,1,,,,,,,,,,,,
87018,200325,36,有限会社紀州エンジニアリング                    ,日進火災　田辺サービス支店                      ,防災,1,,,,,,,,,,,,
87031,200325,38,伸和電設株式会社                                ,三菱電機㈱                                      ,防災,1,,,,,,,,,,,,
86922,200325,66,株式会社宮井組                                  ,(仮称)楠見介護センターすずらん新築工事          ,電気,1,,,,,,,,,,,,
86941,200325,505,神樂防災株式会社                                ,現場応援費                                      ,防災,1,,,,,,,,,,,,
86939,200324,419,綜合警備保障株式会社                            ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
86936,200324,A18,株式会社大野工務店                              ,ライフサポートセンター春                        ,防災,1,,,,,,,,,,,,
87185,200324,A44,株式会社一歩                                    ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87025,200323,279,オリエントホームズ株式会社                      ,有田川町アレック授乳室電気設備工事              ,電気,1,,,,,,,,,,,,
86935,200323,751,岡野消防設備株式会社                            ,123田辺店                                       ,防災,1,,,,,,,,,,,,
86987,200323,872,和歌山電工株式会社                              ,かつらぎ体育センター                            ,防災,1,,,,,,,,,,,,
87029,200321,269,株式会社　ハナノ                                ,シニアハイツはな組　様                          ,電気,1,,,,,,,,,,,,
86871,200320,19,身体障害者授産施設小倉園                        ,呼出ボタン取付                                  ,防災,1,,,,,,,,,,,,
86944,200320,38,伸和電設株式会社                                ,三菱電機　放送設備更新工事                      ,電気,1,,,,,,,,,,,,
86890,200320,45,株式会社アイワライフネット                      ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
86873,200320,60,有限会社梶本無線商会                            ,法専寺　電気設備工事                            ,電気,1,,,,,,,,,,,,
86964,200320,148,坂田電工                                        ,中井ビル                                        ,防災,1,,,,,,,,,,,,
86880,200320,152,有限会社いわでん                                ,岩出警察署倉庫棟他消防設備工事                  ,防災,1,,,,,,,,,,,,
86875,200320,181,株式会社青木実業                                ,千寿マンション　様                              ,電気,1,,,,,,,,,,,,
86856,200320,279,オリエントホームズ株式会社                      ,セカンドパーツ様                                ,電気,1,,,,,,,,,,,,
86857,200320,279,オリエントホームズ株式会社                      ,吉岡商店様                                      ,電気,1,,,,,,,,,,,,
86858,200320,279,オリエントホームズ株式会社                      ,吉岡商店本社社屋新築工事                        ,電気,1,,,,,,,,,,,,
86877,200320,279,オリエントホームズ株式会社                      ,書類作成及び消防手続立会試験費                  ,防災,1,,,,,,,,,,,,
86872,200320,374,平林電気工業所                                  ,タイシン物流                                    ,電気,1,,,,,,,,,,,,
86915,200320,378,積水ハウス不動産関西株式会社                    ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
86981,200319,36,有限会社紀州エンジニアリング                    ,納品                                            ,防災,1,,,,,,,,,,,,
86975,200319,45,株式会社アイワライフネット                      ,サン打越　102号室                               ,防災,1,,,,,,,,,,,,
87060,200319,650,沢越電気                                        ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
87061,200319,650,沢越電気                                        ,日高マンションⅠ                                ,防災,1,,,,,,,,,,,,
86932,200319,751,岡野消防設備株式会社                            ,ドン.キホーテ　次郎丸店                         ,防災,1,,,,,,,,,,,,
86940,200318,436,社会福祉法人きのくに福祉会                      ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
86885,200317,45,株式会社アイワライフネット                      ,フラット貴志　303号室                           ,防災,1,,,,,,,,,,,,
